Title,URL,Date,Score,Author,num_comments,identifier
Pete Hegseth’s Signalgate Scandal Somehow Just Got Worse: The defense secretary went out of his way to use Signal on the Pentagon premises.,https://newrepublic.com/post/194337/pete-hegseth-signal-computer-pentagon,2025-04-24T11:51:05,17503,harsh2k5,416,Pete_Hegseth’s_Signa---20250424_115105
