Comment,Author,Date,Score
A lot of Americans would “love to “ send trump to any prison.,oscar-the-bud,2025-04-15T18:10:45,13
Round up the GOP and Trump,supercali45,2025-04-15T18:03:32,7
"He's just a self-indulgent megalomaniac with no knowledge of our laws, our traditions, our American values, and our American history.   He makes it all up as if he is the be-all and end-all of existence.   Textbook malignant narcissistic personality disorder which is characteristic of what we identify as the most ""evil"" figures in history. Acts so repugnant to humanity that it is considered inhuman.",YallerDawg,2025-04-15T16:50:20,5
How about sending them Jan 6 traitors?,parallelmeme,2025-04-16T09:48:07,3
It’s important to remember that Donald views everyone who has hurt his pride as a criminal. The heinous criminals are those that have acted to hold him to account for his crimes.,vicegrip,2025-04-15T20:10:04,2
Cover up your tattoos.,Smrleda,2025-04-15T21:34:18,1
"What’s so galling is that these un-American assholes can simultaneously support blatantly unconstitutional actions AND believe themselves to be *the most* patriotic Americans around.   I’m an atheist, but I wouldn’t mind being wrong if it meant these fuckfaces spent eternity in a lake of fire.",Eradicator_1729,2025-04-15T22:21:15,1
I’d rather he meets St. Peter.,swordrat720,2025-04-15T21:02:57,2
