Comment,Author,Date,Score
Absolute fucking idiot.,twstdbydsn,2025-05-01T10:25:18,12
The word ‘dumb’ is redundant when referring to anyone in this dumpster fire of an administration.,mbw70,2025-05-01T11:00:51,7
