Comment,Author,Date,Score
“CNN Does not hate its country” saved you a click.,Exact-Ad-877,2025-04-15T08:59:40,26
"That goes without saying, I don’t hate socialism😉I’ve been here for 35 years…",Reuters-no-bias-lol,2025-04-16T06:18:19,2
