Comment,Author,Date,Score
So as long as you are not a protected class of people you can be politically incorrect as you want.,ComputerRedneck,2025-05-02T10:31:00,6
Democrats supporting domestic terrorism isn’t new. They are just being more bold about it. ,Long_Jelly_9557,2025-05-02T10:28:42,9
